N,P,K,temperature,humidity,ph,rainfall,label,NP_ratio,NK_ratio,PK_ratio,temp_humidity_interaction,rainfall_ph_interaction,rainfall_log
11,78,22,23.89756791,22.74378977,5.940546818,112.6616435,kidneybeans,0.139240506329114,0.478260869565217,3.39130434782609,543.521260559338,669.271767804575,4.7332259955568
0,55,22,22.98666928,20.57940608,5.916779289,143.8584938,kidneybeans,0,0,2.39130434782609,473.052001539781,851.178956662575,4.97575736108783
14,59,15,21.35135729,22.91244883,5.779090476,146.4548645,kidneybeans,0.233333333333333,0.875,3.6875,489.211881358173,846.375912595821,4.99352212556145
29,68,23,24.1638445,19.27907819,5.82738029,116.7324324,kidneybeans,0.420289855072464,1.20833333333333,2.83333333333333,465.856647486501,680.244275771517,4.76841452771079
32,68,19,24.62835037,18.18325169,5.514234138,149.7441028,kidneybeans,0.463768115942029,1.6,3.4,447.823493487215,825.724043623941,5.01558371577081
17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,kidneybeans,0.261538461538462,0.944444444444444,3.55555555555556,524.270164913663,705.639394920955,4.83319657363045
13,69,19,17.30844532,20.01730914,5.86390397,115.199245,kidneybeans,0.185714285714286,0.65,3.45,346.468500703226,675.517310096503,4.75530634697846
14,67,22,23.82576704,24.75485098,5.624690248,84.64143632,kidneybeans,0.205882352941176,0.608695652173913,2.91304347826087,589.803312559396,476.081861445817,4.4501692351829
9,69,20,19.30607278,23.96362799,5.591560999,129.3449326,kidneybeans,0.128571428571429,0.428571428571429,3.28571428571429,462.643546047785,723.240080544444,4.87018426428821
20,73,22,16.03768615,22.33195853,5.976312538,130.3900798,kidneybeans,0.27027027027027,0.869565217391304,3.17391304347826,358.152942018955,779.251868739561,4.8781706070057
40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,kidneybeans,0.506329113924051,1.9047619047619,3.71428571428571,399.715140735831,454.405921602114,4.39633545288788
27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,kidneybeans,0.36986301369863,1.125,3,434.448340260627,381.721249370916,4.17479346384924
14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,kidneybeans,0.205882352941176,0.875,4.1875,482.71342077815,792.581201095491,4.94372668046264
7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,kidneybeans,0.12280701754386,0.368421052631579,2.94736842105263,445.567760845216,433.882761640923,4.34564190383851
27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,kidneybeans,0.409090909090909,1.42105263157895,3.42105263157895,467.017860444802,410.473143887193,4.30897013527888
30,63,16,23.60506572,21.90539577,5.525904526,100.5978728,kidneybeans,0.46875,1.76470588235294,3.70588235294118,517.07830677346,555.894240611492,4.62102259791733
37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,kidneybeans,0.52112676056338,1.42307692307692,2.69230769230769,491.209938266615,489.199688371924,4.44339852016044
27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,kidneybeans,0.421875,1.35,3.15,443.57891372103,740.837695728429,4.89926745126715
22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,kidneybeans,0.360655737704918,0.88,2.4,380.297301979549,587.036622250583,4.6564056655544
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas,0.0410958904109589,0.12,2.88,2115.13856896389,739.800636080922,4.8174870953527
40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,pigeonpeas,0.666666666666667,1.66666666666667,2.45833333333333,2314.2781519348,862.689608294061,5.10428746440459
33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,pigeonpeas,0.445945945945946,1.375,3.04166666666667,1736.28123996228,618.513039239414,4.64756068064861
27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,pigeonpeas,0.46551724137931,1.08,2.28,1185.20495683987,867.057065185433,4.96515222934033
10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,pigeonpeas,0.125,0.526315789473684,4.15789473684211,1168.43755307652,1038.45292271649,5.22371596213818
30,75,25,30.33276599,42.35249879,6.446091759,149.299952,pigeonpeas,0.394736842105263,1.15384615384615,2.88461538461538,1284.66843488883,962.401190206296,5.0126329773976
40,70,20,31.80130272,45.03186173,5.623490043,147.0361442,pigeonpeas,0.563380281690141,1.9047619047619,3.33333333333333,1432.07186692091,826.856292869812,4.99745646151543
38,55,19,33.18184225,38.23184742,5.864623352,198.8298806,pigeonpeas,0.678571428571429,1.9,2.75,1268.60313001651,1166.06236084213,5.29746640758514
35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas,0.593220338983051,1.66666666666667,2.76190476190476,1865.30846809509,518.865664420668,4.51145522607368
38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,pigeonpeas,0.612903225806452,1.72727272727273,2.77272727272727,2040.05136169747,600.105721096553,4.85808000074073
33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas,0.559322033898305,1.32,2.32,2438.01835922932,572.443656370446,4.69714120244113
16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,pigeonpeas,0.280701754385965,0.888888888888889,3.11111111111111,1353.11071942156,1314.98908180114,5.17962723497953
31,72,17,28.69180475,49.47225353,5.833031708,96.36222901,pigeonpeas,0.424657534246575,1.72222222222222,4,1419.44823882526,562.083937268888,4.5784383429324
16,80,20,31.24021696,56.67369054,7.339320929,122.0146733,pigeonpeas,0.197530864197531,0.761904761904762,3.80952380952381,1770.4983883935,895.504845395788,4.81230364337927
27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,pigeonpeas,0.36986301369863,1.5,4,1658.62476581445,766.471629336465,4.801916917856
40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas,0.634920634920635,2,3.1,932.70089188632,453.404537972099,4.58000867635268
18,58,16,21.47607807,38.80023714,4.962661422,180.382234,pigeonpeas,0.305084745762712,1.05882352941176,3.41176470588235,833.276921953154,895.175953885977,5.20060659462678
3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas,0.0434782608695652,0.176470588235294,4,635.632007721043,533.587224632005,4.68649355480343
26,67,24,36.97794384,37.73992903,5.642813116,161.4812963,pigeonpeas,0.382352941176471,1.04,2.68,1395.54497619693,911.208776750322,5.09056289545301
16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,pigeonpeas,0.225352112676056,0.761904761904762,3.33333333333333,995.269630458555,681.900073652527,4.80863262535883
24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,pigeonpeas,0.375,1.2,3.15,1082.86680859106,910.997782804386,5.2760314439047
9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,pigeonpeas,0.116883116883117,0.346153846153846,2.92307692307692,1447.71055708259,1023.23358985909,5.19415384198822
16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,pigeonpeas,0.285714285714286,0.8,2.75,922.277636409521,1234.2045317158,5.26495301228013
28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,pigeonpeas,0.368421052631579,1.27272727272727,3.40909090909091,1252.24168128407,686.550881125348,4.74738250373986
16,71,24,18.33124824,38.40975482,4.946369874,139.6483317,pigeonpeas,0.222222222222222,0.64,2.84,704.098750442957,690.752300875239,4.94626267350754
24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,pigeonpeas,0.338028169014085,1.09090909090909,3.18181818181818,868.777200048736,732.546317734808,4.89615794986645
38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas,0.520547945205479,1.72727272727273,3.27272727272727,1395.95716439654,1100.74730617273,5.23378342193333
9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas,0.134328358208955,0.409090909090909,3,1028.02418079594,898.513609784806,5.06313807036563
34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,pigeonpeas,0.596491228070175,1.88888888888889,3.11111111111111,1183.78142276995,635.248542725813,4.94641852812327
1,76,19,24.18553163,46.68746847,6.669529416,177.3377996,pigeonpeas,0.012987012987013,0.05,3.8,1129.16124540581,1182.75967100091,5.18367950240027
6,69,19,26.88630675,41.69617915,4.750929218,94.46748008,pigeonpeas,0.0857142857142857,0.3,3.45,1121.05626292985,448.808311262905,4.55878566677314
26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas,0.351351351351351,1.18181818181818,3.31818181818182,1816.43359617709,800.21657611398,5.09241202118108
27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas,0.435483870967742,1.42105263157895,3.21052631578947,2234.16848364049,571.433117487902,4.69600689107185
27,71,23,23.45379018,46.48714759,7.10959773,150.8712202,pigeonpeas,0.375,1.125,2.95833333333333,1090.29980564255,1072.63368465625,5.0230329262131
36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas,0.580645161290323,1.63636363636364,2.77272727272727,1348.53480055773,946.998552866816,5.13341225001614
17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,pigeonpeas,0.22972972972973,0.894736842105263,3.84210526315789,673.000618619383,1111.68718768871,5.2901605141954
26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas,0.356164383561644,1.1304347826087,3.1304347826087,1081.03972556289,428.789606450423,4.52959335224672
17,64,16,30.97758716,32.24914235,7.161797643,180.716828,pigeonpeas,0.261538461538462,1,3.76470588235294,999.000617982372,1294.25735282084,5.20244958531293
14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas,0.186666666666667,0.7,3.7,677.516935383451,616.938751171734,4.54460569328887
39,60,15,35.09357419,30.98685456,5.004074624,116.9106908,pigeonpeas,0.639344262295082,2.4375,3.75,1087.4394794161,585.02982110659,4.76992748027721
6,66,15,34.93174223,30.40046769,6.345806011,159.2649827,pigeonpeas,0.0895522388059701,0.375,4.125,1061.94130101852,1010.66468455947,5.07682858721815
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas,0.133333333333333,0.421052631578947,3.10526315789474,1053.93641706896,1168.11571919324,5.24119757896209
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas,0.0294117647058824,0.105263157894737,3.52631578947368,1640.69770400817,763.933272855257,4.86758415075896
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas,0.012987012987013,0.0555555555555556,4.22222222222222,1481.43048682845,884.119132365541,4.99749252097768
16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,pigeonpeas,0.216216216216216,0.8,3.65,640.992319102947,764.791855713649,5.10154031450851
23,75,25,31.07508973,47.19847683,7.077170002,91.31256412,pigeonpeas,0.302631578947368,0.884615384615385,2.88461538461538,1466.69690261158,646.234539595766,4.52518025488851
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas,0.450704225352113,1.52380952380952,3.33333333333333,966.29104414954,1214.26214817837,5.28101752092929
28,59,22,30.90607799,52.79913039,7.05181629,170.9919828,pigeonpeas,0.466666666666667,1.21739130434783,2.56521739130435,1631.81404163752,1205.80404976844,5.14744786409919
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas,0.0793650793650794,0.208333333333333,2.58333333333333,1856.39701019899,686.48307861087,4.98615733914862
36,67,25,35.95176642,36.52780776,6.418062652,136.0456753,pigeonpeas,0.529411764705882,1.38461538461538,2.57692307692308,1313.23921242218,873.149667609049,4.92031426661428
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas,0.0149253731343284,0.0416666666666667,2.75,1112.55980635883,831.826809657905,5.16002412515338
24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,pigeonpeas,0.324324324324324,1.14285714285714,3.47619047619048,634.587032580204,813.035640487106,5.17848265439207
17,67,18,31.2192752,56.46868874,5.611510977,129.2028653,pigeonpeas,0.25,0.894736842105263,3.52631578947368,1762.9115339572,725.023296890803,4.86909373644476
5,55,18,33.50876355,45.70976142,7.322097972,126.6738117,pigeonpeas,0.0892857142857143,0.263157894736842,2.89473684210526,1531.67758734969,927.51805975408,4.84947866526502
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas,0.087719298245614,0.2,2.24,1116.59493724949,946.821341411533,5.24435136523818
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,pigeonpeas,0.474358974358974,2.05555555555556,4.27777777777778,1156.73736070991,1073.24035994053,5.25783829811774
13,73,20,30.50420876,35.48885969,5.391560418,162.5927723,pigeonpeas,0.175675675675676,0.619047619047619,3.47619047619048,1082.55958463811,876.628755385567,5.09738024409737
6,63,23,26.01630259,49.94704718,5.906596905,160.3337447,pigeonpeas,0.09375,0.25,2.625,1299.43749291189,947.02680021208,5.08347516783866
16,77,22,31.48469278,35.6395615,6.574209678,100.546816,pigeonpeas,0.205128205128205,0.695652173913044,3.34782608695652,1122.10064464142,661.015850839285,4.62051993352205
25,64,20,33.15122581,32.45974539,4.807776749,105.0380275,pigeonpeas,0.384615384615385,1.19047619047619,3.04761904761905,1076.080349159,504.999386375323,4.66379777977667
34,75,24,23.50222822,51.29019509,4.760038039,192.3023991,pigeonpeas,0.447368421052632,1.36,3,1205.4338704535,915.366734706959,5.26425579741507
20,77,23,34.87248659,38.83786012,5.180271502,148.2502786,pigeonpeas,0.256410256410256,0.833333333333333,3.20833333333333,1354.372756219,767.976693395141,5.00562461893764
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas,0.432098765432099,1.34615384615385,3.07692307692308,1262.29503735272,965.057778751327,5.28884464717535
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas,0.184210526315789,0.56,3,1407.59369631575,761.788122997981,4.78214962990551
36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,pigeonpeas,0.444444444444444,1.63636363636364,3.63636363636364,1629.04988693237,709.910905114291,4.61973685306692
7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,pigeonpeas,0.0897435897435897,0.368421052631579,4.05263157894737,1244.83052054914,1271.87613011549,5.25796146599328
29,78,25,19.95991719,59.33157782,5.982854523,195.787103,pigeonpeas,0.367088607594937,1.11538461538462,3,1184.25338003924,1171.36575472862,5.28212244893415
30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,pigeonpeas,0.491803278688525,1.36363636363636,2.72727272727273,1804.50696139282,994.79974299693,5.21095402308002
20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,pigeonpeas,0.266666666666667,1.17647058823529,4.35294117647059,1572.01872505082,761.013280967984,5.08074492089092
19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,pigeonpeas,0.327586206896552,0.791666666666667,2.375,1119.46855873733,1036.19807857135,4.95670746007409
3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,pigeonpeas,0.0491803278688525,0.15,3,1048.39040111365,485.834999831605,4.62280540045486
5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,pigeonpeas,0.0641025641025641,0.25,3.85,2073.05007555693,1098.1662524223,5.17575602287695
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas,0.072463768115942,0.238095238095238,3.23809523809524,1148.73822589897,699.500308148605,4.94784460709518
37,73,21,29.50304807,63.46513414,5.560224583,189.5208915,pigeonpeas,0.5,1.68181818181818,3.31818181818182,1872.41490330142,1053.77871991038,5.24976185522047
9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,pigeonpeas,0.15,0.36,2.36,804.584573043281,651.469522645911,4.9289042512088
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas,0.273972602739726,1.25,4.5,2016.71331453009,986.298359559863,4.91162234255265
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas,0.543859649122807,1.29166666666667,2.33333333333333,1113.81175213861,988.398622116033,5.16805149287947
0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,pigeonpeas,0,0,3.18181818181818,2033.92456297523,474.754175113675,4.63091004319708
21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas,0.28,1.3125,4.625,1979.0221430132,991.81578580457,5.038577584013
13,67,18,30.5753044,34.75591197,5.384762927,177.5764304,pigeonpeas,0.191176470588235,0.68421052631579,3.52631578947368,1062.67258818235,956.206979126916,5.18501669108875
27,74,20,24.69487673,59.96669215,5.859813416,91.95792434,pigeonpeas,0.36,1.28571428571429,3.52380952380952,1480.87007055011,538.856278755045,4.53214696432592
29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,pigeonpeas,0.397260273972603,1.16,2.88,849.990380825123,1132.03618742719,5.09738240861608
5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,pigeonpeas,0.072463768115942,0.238095238095238,3.23809523809524,630.482317766813,951.126799558058,5.05222859044676
39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas,0.672413793103448,1.95,2.85,1346.91478480238,1062.23000375457,5.11446265767683
22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,pigeonpeas,0.349206349206349,1.29411764705882,3.64705882352941,1882.06444901272,873.559371897432,5.20346258193558
18,55,23,21.9989826,56.31006755,6.98571967,136.8274312,pigeonpeas,0.321428571428571,0.75,2.29166666666667,1238.76419623727,955.838077529412,4.92600240408074
39,77,21,22.99774444,60.24218572,4.603563116,159.689339,pigeonpeas,0.5,1.77272727272727,3.5,1385.43439169558,735.13995103882,5.07947292953472
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas,0.171052631578947,0.619047619047619,3.57142857142857,1078.46169765367,1248.63874745479,5.19240036886058
27,71,24,31.46417866,48.17631461,7.064973419,165.405354,pigeonpeas,0.375,1.08,2.84,1515.82817006941,1168.58442937029,5.11442670335026
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas,0.4,1.1304347826087,2.78260869565217,1053.13375341214,563.943611304351,4.70213461767206
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas,0.410714285714286,1.35294117647059,3.23529411764706,1464.31582324394,946.667722726575,5.22684237106702
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas,0.0571428571428571,0.2,3.45,918.34044364655,801.119109464085,5.01105651203819
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas,0.294117647058824,1,3.35,972.718795402148,1024.52216749182,5.20206264590543
7,74,17,22.47253208,62.56532471,5.667419697,96.74706956,pigeonpeas,0.0933333333333333,0.388888888888889,4.11111111111111,1406.00126664109,548.306247651373,4.58238321949027
17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,pigeonpeas,0.261538461538462,0.894736842105263,3.36842105263158,2141.03215395648,757.508426483239,4.83312466859181
35,71,17,29.89286629,66.35375127,6.931924963,198.1403003,pigeonpeas,0.486111111111111,1.94444444444444,3.94444444444444,1983.50381455403,1373.49369382589,5.29400960294313
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas,0.150684931506849,0.478260869565217,3.1304347826087,1316.77963063519,1179.70062588815,5.15561075288082
20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,pigeonpeas,0.327868852459016,0.869565217391304,2.60869565217391,1271.95826755753,1285.38684710744,5.23603020360067
10,71,18,19.54284889,66.34777265,6.151029296,173.1106982,pigeonpeas,0.138888888888889,0.526315789473684,3.73684210526316,1296.62449508702,1064.80897607921,5.15969129347902
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas,0.532258064516129,1.32,2.44,981.038091791161,559.313148179308,4.81588822172926
3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,mothbeans,0.06,0.157894736842105,2.57894736842105,1806.09834121781,120.678789239554,3.51687208256417
22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,mothbeans,0.366666666666667,0.916666666666667,2.45833333333333,1401.04688149746,159.585288523673,3.6244420318657
36,58,25,28.66024187,59.3189118,8.399135958,36.92629678,mothbeans,0.610169491525424,1.38461538461538,2.23076923076923,1700.0943596532,310.148987080678,3.63564471792622
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans,0.0909090909090909,0.210526315789474,2.26315789473684,1773.52790278268,645.192561023412,4.30379703011631
29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,mothbeans,0.527272727272727,1.70588235294118,3.17647058823529,1518.20256120909,261.30644863114,3.49802922829557
32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,mothbeans,0.727272727272727,1.39130434782609,1.8695652173913,1731.40923090666,377.526228754892,4.28533220423657
14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans,0.25,0.875,3.4375,1511.05680991158,591.276767732235,4.31009757559861
5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,mothbeans,0.138888888888889,0.238095238095238,1.66666666666667,1549.75898181353,642.279008377095,4.20999704898128
25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,mothbeans,0.431034482758621,1,2.28,1620.56288891165,257.673488610722,3.63607317679736
11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,mothbeans,0.203703703703704,0.44,2.12,1590.85702401931,453.463075851657,4.13243252042888
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans,0.8,2.22222222222222,2.72222222222222,1423.68114808118,358.222843681895,3.99944457251165
38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,mothbeans,0.666666666666667,1.46153846153846,2.15384615384615,1168.25240233514,531.466881034164,4.22588267051219
27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,mothbeans,0.613636363636364,1.125,1.79166666666667,1802.53258369867,264.056150172838,3.82740529195701
24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,mothbeans,0.615384615384615,1.04347826086957,1.65217391304348,1432.41503260695,286.843157729503,3.58266671291506
23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,mothbeans,0.5,1.04545454545455,2.04545454545455,1629.87377439188,668.899029900134,4.32338146742832
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,mothbeans,0.5,1.38095238095238,2.71428571428571,1299.25883557368,313.791708695802,3.99622618791121
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans,0.861111111111111,1.29166666666667,1.45833333333333,1429.76282930565,524.427836167019,4.23469181341556
0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,mothbeans,0,0,2.11538461538462,1230.31958986301,207.124390157634,3.84549269121374
7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans,0.152173913043478,0.304347826086957,1.95652173913043,1143.45597857186,737.779139337691,4.32183002113165
17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,mothbeans,0.288135593220339,0.653846153846154,2.23076923076923,1356.84594409069,211.533174931763,3.51949669706025
11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,mothbeans,0.244444444444444,0.611111111111111,2.44444444444444,1464.30690036458,281.410039042541,3.58643467522794
22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,mothbeans,0.44,0.956521739130435,2.1304347826087,1738.20127065448,269.670292839598,4.29955038248765
9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,mothbeans,0.173076923076923,0.45,2.55,1334.00132529201,264.947845758516,3.89695155129688
28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,mothbeans,0.571428571428571,1.75,3,1390.26890504084,378.467530069272,3.73522205138612
26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,mothbeans,0.509803921568627,1.3,2.5,1411.49498176389,195.525880452457,3.51331091617477
36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,mothbeans,0.631578947368421,1.71428571428571,2.66666666666667,1262.0991400139,237.05069465889,3.4926872375555
8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,mothbeans,0.131147540983607,0.421052631578947,3.15789473684211,1436.53297338459,202.305767377835,3.99121355380937
24,37,21,30.573999,58.22686794,5.818219385,62.74803826,mothbeans,0.631578947368421,1.09090909090909,1.68181818181818,1780.22820217069,365.081852575054,4.1549384111729
22,43,24,25.42517036,53.2208266,4.52363558,46.19374559,mothbeans,0.5,0.88,1.72,1353.14858300502,208.963671124392,3.85426137512502
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans,0.818181818181818,1.44,1.72,1182.73610741543,145.81340278632,3.75038593051171
22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,mothbeans,0.488888888888889,0.88,1.76,1369.33074271087,355.768424878182,4.09426727056851
17,43,22,30.06142622,45.90067655,5.498340808,41.0550915,mothbeans,0.386363636363636,0.739130434782609,1.8695652173913,1379.83980155591,225.734884970624,3.7389804611343
8,45,15,28.09568993,60.9835384,4.61136408,33.84110759,mothbeans,0.173913043478261,0.5,2.8125,1713.37458572065,156.053667967941,3.55079794223674
7,56,23,26.33908791,40.00933429,5.545219232,55.50429227,mothbeans,0.12280701754386,0.291666666666667,2.33333333333333,1053.80937308489,307.783468954153,4.0343166046474
36,57,16,28.61409059,57.14218792,8.292875734,57.02891698,mothbeans,0.620689655172414,2.11764705882353,3.35294117647059,1635.07174165368,472.933721759743,4.06094145492307
11,45,19,28.70012137,44.359648,3.828031463,44.11622138,mothbeans,0.239130434782609,0.55,2.25,1273.12728153048,168.878283471313,3.80924185767227
6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,mothbeans,0.162162162162162,0.260869565217391,1.56521739130435,1447.93804519545,374.718556851013,3.76694716877208
17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,mothbeans,0.293103448275862,0.80952380952381,2.71428571428571,1288.5333559728,251.044183787107,4.20731820831967
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,mothbeans,0.0833333333333333,0.19047619047619,2.23809523809524,1687.51995982351,302.716631188043,4.29309238765405
9,49,16,30.88482722,41.36561835,7.661537348,55.053805,mothbeans,0.18,0.529411764705882,2.88235294117647,1277.56997558821,421.796783157009,4.02631203303027
25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,mothbeans,0.480769230769231,1,2.04,1572.80894657077,611.274829990936,4.19086333305264
36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,mothbeans,0.8,1.63636363636364,2,1289.72867984803,173.812271503072,3.67596617875529
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,mothbeans,0.538461538461538,1,1.80952380952381,1723.01339327375,360.421023830359,4.14634854811694
37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,mothbeans,0.637931034482759,1.76190476190476,2.71428571428571,1393.95150793504,520.678697949967,4.2738753467646
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,mothbeans,0.653061224489796,1.68421052631579,2.52631578947368,1492.23905307389,384.553881456875,4.17687151989745
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,mothbeans,0.644444444444445,1.38095238095238,2.0952380952381,1909.49348307071,274.394607554658,3.49140133229416
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,mothbeans,0.480769230769231,1.31578947368421,2.68421052631579,1522.82603125629,475.664831704174,3.93738636452997
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,mothbeans,0.222222222222222,0.4,1.76,1333.34725757953,468.213477644693,4.08220461738292
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,mothbeans,0.638888888888889,1.21052631578947,1.84210526315789,1254.74754206993,200.301733279518,3.63741846961455
9,60,23,31.96987867,57.17377029,6.276004336,64.25520357,mothbeans,0.147540983606557,0.375,2.5,1827.83849927775,403.265936215883,4.17830579122232
3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,mothbeans,0.0508474576271187,0.136363636363636,2.63636363636364,1187.58654972253,509.382387948675,4.03610141538963
22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,mothbeans,0.511627906976744,0.956521739130435,1.82608695652174,1455.06397399205,382.298809245557,3.90132539832161
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,mothbeans,0.3,0.545454545454545,1.77272727272727,1822.49697831962,576.726220275039,4.26929603068059
